cityname;latitude;longitude;population;countryname;iso3
Aurangabad;24.7704118;84.38000688;95929;India;IND
Aurangabad;19.89569643;75.32030147;1064720.5;India;IND
Aurora;39.69585736;-104.808497;431966.5;United States of America;USA
Aurora;41.76539512;-88.29999557;273949.5;United States of America;USA
Austin;30.26694969;-97.74277836;919684;United States of America;USA
Autlan;19.77001935;-104.3699966;44912;Mexico;MEX
Auxerre;47.80042727;3.566593382;38034;France;FRA
Avare;-23.1100248;-48.9300214;70709;Brazil;BRA
Aveiro;40.64100311;-8.650997534;54162;Portugal;PRT
Awasa;7.059996077;38.47699862;133097;Ethiopia;ETH
Aweil;8.766556619;27.40002234;42725;South Sudan;SSD
Awjilah;29.10802818;21.2869071;6610;Libya;LBY
Awka;6.210433572;7.06999711;400828.5;Nigeria;NGA
Ayacucho;-13.17502399;-74.2199506;153173.5;Peru;PER
Ayakoz;47.96473248;80.42970536;39670;Kazakhstan;KAZ
Ayan;56.45424113;138.1673305;1286;Russia;RUS
Ayapel;8.330407531;-75.15002303;23120.5;Colombia;COL
Ayaviri;-14.87957111;-70.59999068;12524.5;Peru;PER
Aybak;36.26100015;68.04000051;24000;Afghanistan;AFG
Aydin;37.8499752;27.85002071;180939.5;Turkey;TUR
Ayorou;14.73179974;0.919468138;14001;Niger;NER
Ayoun el Atrous;16.66659121;-9.616658774;1423;Mauritania;MRT
Ayr;-19.57024087;147.3994677;7166;Australia;AUS
Ayr;55.4503996;-4.61667973;57277.5;United Kingdom;GBR
Ayutla;16.90037539;-99.22000086;9897;Mexico;MEX
Ayutthaya;14.35879925;100.5684244;113788.5;Thailand;THA
Az Aubayr;30.38916445;47.70798173;192447.5;Iraq;IRQ
Az Zahran;26.29143007;50.15832312;54373;Saudi Arabia;SAU
Az Zarqa;32.06999208;36.1000081;843678;Jordan;JOR
Az Zawiyah;32.76041506;12.71998816;193061.5;Libya;LBY
Azare;11.68040977;10.19001339;87912.5;Nigeria;NGA
Azogues;-2.740002015;-78.84003036;51982;Ecuador;ECU
Azua;18.45399613;-70.7290016;59139;Dominican Republic;DOM
Azul;-36.7796297;-59.86999964;43407.5;Argentina;ARG
Brum;59.91348606;11.34723651;113659;Norway;NOR
Babahoyo;-1.7995943;-79.54001347;59873;Ecuador;ECU
Babanusa;11.33335085;27.79999792;19700;Sudan;SDN
Babati;-4.219549948;35.75000362;19117;Tanzania;TZA
B'abda;33.83330406;35.53329652;9000;Lebanon;LBN
Babruysk;53.12656211;29.19278113;212821.5;Belarus;BLR
Bac Giang;21.26700808;106.2000187;53728;Vietnam;VNM
Bac Kan;22.1333333;105.8333333;29227;Vietnam;VNM
Bac Lieu;9.280375385;105.7199963;187500;Vietnam;VNM
Bacabal;-4.229988588;-44.79998926;57296.5;Brazil;BRA
Bacau;46.57843467;26.91963822;185532;Romania;ROU
Bacolod;10.63168825;122.9816817;730587;Philippines;PHL
Badajoz;38.8804291;-6.96997278;115638.5;Spain;ESP
Baddeck;46.09998842;-60.75397669;852;Canada;CAN
Bade;24.9575;121.2988889;172065;Taiwan;TWN
Badulla;6.983693867;81.0499259;44908.5;Sri Lanka;LKA
Bafang;5.170393696;10.17998816;86916.5;Cameroon;CMR
Bafata;12.16699506;-14.66601465;26112.5;Guinea Bissau;GNB
Bafia;4.750393493;11.23000159;41201;Cameroon;CMR
Bafoulabe;13.80038373;-10.82002201;26823;Mali;MLI
Bafoussam;5.490425841;10.40994828;290768;Cameroon;CMR
Bafra;41.56817202;35.90689327;95198;Turkey;TUR
Bafwasende;1.083847269;27.26659379;149;Congo (Kinshasa);COD
Bagamoyo;-6.439621156;38.89001868;41609.5;Tanzania;TZA
Bagdarin;54.43330406;113.6000321;4676;Russia;RUS
Bage;-31.32001463;-54.10001591;102519;Brazil;BRA
Baghdad;33.3386485;44.39386877;5054000;Iraq;IRQ
Baghlan;36.13933026;68.69925858;163598.5;Afghanistan;AFG
Baglung;28.26669606;83.58329762;23296;Nepal;NPL
Bago;17.32001385;96.51497676;264347;Myanmar;MMR
Baguio City;16.42999066;120.5699426;360269;Philippines;PHL
Bahawalpur;29.38997479;71.67499426;552607;Pakistan;PAK
Bahia Blanca;-38.74002684;-62.2650214;279041;Argentina;ARG
Bahir Dar;11.60005292;37.38328894;187823.5;Ethiopia;ETH
Bahraich;27.62041872;81.66993974;182218;India;IND
Baia Mare;47.65945396;23.57906693;134630;Romania;ROU
Baicheng;45.62001772;122.8200378;351915.5;China;CHN
Baie-Comeau;49.22266604;-68.15799504;8808;Canada;CAN
Baiquan;47.60183474;126.0818542;52679.5;China;CHN
Bairin Zuoqi;43.98370933;119.1833606;48540;China;CHN
Bairnsdale;-37.82959145;147.6099975;9427;Australia;AUS
Baishan;41.90001223;126.4299983;330000;China;CHN
Bajram Curri;42.33330007;20.08330257;7967;Albania;ALB
Bakal;54.94588259;58.79588375;24160.5;Russia;RUS
Baker Lake;64.31699017;-96.01665633;1584;Canada;CAN
Bakersfield;35.36997154;-119.0199809;367259;United States of America;USA
Baku;40.39527203;49.86221716;2007150;Azerbaijan;AZE
Balakhna;56.49434104;43.59438269;62487;Russia;RUS
Balakovo;52.02998822;47.80001745;172821.5;Russia;RUS
Balancan;17.79995872;-91.52997929;7666.5;Mexico;MEX
Balashov;51.55350568;43.16309119;84107;Russia;RUS
Balboa;8.949982116;-79.56665267;62882;Panama;PAN
Balcarce;-37.83331216;-58.24999516;18967;Argentina;ARG
Balikesir;39.6503821;27.89001827;249833.5;Turkey;TUR
Balikpapan;-1.250015443;116.8300158;439885.5;Indonesia;IDN
Balkanabat;39.51238019;54.36493974;99324.5;Turkmenistan;TKM
Balkh;36.75011985;66.89973018;147426;Afghanistan;AFG
Ballarat;-37.55958209;143.8400468;73404;Australia;AUS
Ballina;-28.86135333;153.5679801;13997.5;Australia;AUS
Balqash;46.8532241;74.95024654;80586;Kazakhstan;KAZ
Balsas;-7.520020326;-46.04999048;39761.5;Brazil;BRA
Baltasar Brum;-30.7300248;-57.31997441;2432;Uruguay;URY
Balti;47.75908612;27.90531449;135022.5;Moldova;MDA
Baltimore;39.29999005;-76.61998499;1432946;United States of America;USA
Balykchy;42.4560248;76.18536495;40263.5;Kyrgyzstan;KGZ
Balyqshy;47.06659609;51.86659094;25442;Kazakhstan;KAZ
Bam;29.10769228;58.36195675;99268;Iran;IRN
Bama;11.5203937;13.69000647;86410;Nigeria;NGA
Bamako;12.65001467;-8.000039105;1395640.5;Mali;MLI
Bambari;5.761959655;20.66720333;47322.5;Central African Republic;CAF
Bamenda;5.959983743;10.15001583;419567;Cameroon;CMR
Bamian;34.82106447;67.52103593;61863;Afghanistan;AFG
Ban Houayxay;20.2775;100.4127778;6347;Laos;LAO
Banamba;13.55039899;-7.449995159;18312;Mali;MLI
Banda Aceh;5.549982929;95.32001094;344065.5;Indonesia;IDN
Bandar Lampung;-5.449604066;105.3000219;881801;Indonesia;IDN
Bandar Lampung;-5.430018698;105.2699979;795757;Indonesia;IDN
Bandar Seri Begawan;4.883331115;114.9332841;218250;Brunei;BRN
Bandarbeyla;9.483308735;50.81668087;13753;Somalia;SOM
Bandar-e Bushehr;28.91997764;50.83001339;167218.5;Iran;IRN
Bandar-e-Abbas;27.20405978;56.27213554;414503.5;Iran;IRN
Bandjarmasin;-3.329991843;114.5800756;588206.5;Indonesia;IDN
Bandundu;-3.309993063;17.37996212;107997.5;Congo (Kinshasa);COD
Bandung;-6.950029278;107.5700126;2046859.5;Indonesia;IDN
Banes;20.96291811;-75.71859298;47745.5;Cuba;CUB
Banff;51.17799888;-115.5719227;6897;Canada;CAN
Banfora;10.63044802;-4.760004315;45903.5;Burkina Faso;BFA
Bangalore;12.96999514;77.56000972;5945523.5;India;IND
Bangassou;4.733753681;22.81663285;28601;Central African Republic;CAF
Banghazi;32.11673342;20.06672318;881187;Libya;LBY
Bangkok;13.74999921;100.5166447;5904238;Thailand;THA
Bangor;44.80115297;-68.77834477;40843;United States of America;USA
Bangui;4.366644306;18.55828813;727348;Central African Republic;CAF
Bani;18.279999;-70.33100347;66709;Dominican Republic;DOM
Bani Walid;31.77039797;13.98998816;55871;Libya;LBY
Banja Luka;44.78040489;17.17997432;221422;Bosnia and Herzegovina;BIH
Banjul;13.45387646;-16.59170149;38841.5;The Gambia;GMB
Bannu;32.98897992;70.59857418;586209.5;Pakistan;PAK
Bansang;13.43363609;-14.65002079;4646.5;The Gambia;GMB
Banska Bystrica;48.73329022;19.14998328;80784;Slovakia;SVK
Banyuwangi;-8.195017884;114.3695975;140295;Indonesia;IDN
Baoding;38.87042971;115.4800207;1051326;China;CHN
Baoji;34.38000612;107.1499865;800000;China;CHN
Baoshan;25.11997703;99.15000972;925000;China;CHN
Baotou;40.65220725;109.8220198;1229664.5;China;CHN
Baqubah;33.74764162;44.65726355;226014.5;Iraq;IRQ
Bar Harbor;44.38789654;-68.20437464;4483.5;United States of America;USA
Barabinsk;55.35727867;78.35189937;29888.5;Russia;RUS
Barahona;18.20037355;-71.099986;83644;Dominican Republic;DOM
Baraki Barak;33.9667021;68.96670354;22305;Afghanistan;AFG
Baramula;34.20043052;74.35002478;122631;India;IND
Baranavichy;53.13684572;26.01344031;156514.5;Belarus;BLR
Barbacena;-21.22001097;-43.77000045;101628.5;Brazil;BRA
Barcaldine;-23.56617267;145.2833695;1068;Australia;AUS
Barcelona;41.38329958;2.183370319;3250797.5;Spain;ESP
Barcelona;10.13037518;-64.72001367;361430;Venezuela;VEN
Barcelos;-0.97499347;-62.92389592;9968.5;Brazil;BRA
Barclayville;4.799996997;-8.166698518;2733;Liberia;LBR
Barddhaman;23.25037539;87.86496212;301725;India;IND
Bareilly;28.34538739;79.41999955;781217.5;India;IND
Bari;41.1142204;16.87275793;408554.5;Italy;ITA
Barinas;8.59997764;-70.25001205;261405.5;Venezuela;VEN
Barisal;22.70040895;90.37498979;202242;Bangladesh;BGD
Barlett;35.22290041;-89.84109013;164843.5;United States of America;USA
Barletta;41.31999595;16.27000403;99962;Italy;ITA
Barnaul;53.35499778;83.74500688;569711;Russia;RUS
Barquisimeto;10.04999249;-69.29996668;962745;Venezuela;VEN
Barra do Bugres;-15.06958535;-57.19000818;22386;Brazil;BRA
Barra do Corda;-5.509600404;-45.25996118;48901;Brazil;BRA
Barra do Garcas;-15.87961342;-52.25999903;41214.5;Brazil;BRA
Barra Mansa;-22.56003253;-44.1699502;166719;Brazil;BRA
Barrancabermeja;7.089992288;-73.84999903;177802;Colombia;COL
Barranquilla;10.95998863;-74.79996688;1521245.5;Colombia;COL
Barras;-4.250039043;-42.29998682;11951.5;Brazil;BRA
Barreiras;-12.13999673;-45.00000289;86245.5;Brazil;BRA
Barreiros;-8.829604473;-35.20000676;35472.5;Brazil;BRA
Barretos;-20.55002602;-48.58001693;97562;Brazil;BRA
Barrie;44.38376243;-79.7000037;150886.5;Canada;CAN
Barrow;71.29056968;-156.78858;3412;United States of America;USA
Barstow;34.89901837;-117.0218858;21119;United States of America;USA
Bartica;6.410421365;-58.63002364;11340.5;Guyana;GUY
Bartlesville;36.74720013;-95.98058618;24935;United States of America;USA
Baruun Urt;46.69997764;113.2833073;15805;Mongolia;MNG
Barysaw;54.22600405;28.49215206;127694.5;Belarus;BLR
Basankusu;1.233708922;19.80002112;52216;Congo (Kinshasa);COD
Base Presidente Montalva;-62.18274357;-58.90765233;115;Antarctica;ATA
Basel;47.58038902;7.590017048;500317.5;Switzerland;CHE
Basoko;1.240426858;23.59002234;22953;Congo (Kinshasa);COD
Basra;30.51352378;47.81355668;870000;Iraq;IRQ
Bassar;9.261000068;0.789003574;61845;Togo;TGO
Basse Santa Su;13.31000112;-14.2229965;14380;The Gambia;GMB
Basseterre;17.30203046;-62.71700932;18693.5;Saint Kitts and Nevis;KNA
Basse-terre;16.23039044;-61.43998132;307;France;FRA
Bastia;42.70316734;9.450006875;40558.5;France;FRA
Bata;1.870000833;9.769987344;135943.5;Equatorial Guinea;GNQ
Batagay;67.65598533;134.6350272;4266;Russia;RUS
Batangas;13.78167686;121.021698;330939;Philippines;PHL
Batatais;-20.89000527;-47.58999984;44061;Brazil;BRA
Bataysk;47.13682436;39.74485022;106844.5;Russia;RUS
Batemans Bay;-35.68961871;150.2073067;5604;Australia;AUS
Bath;51.3837486;-2.350022218;92679;United Kingdom;GBR
Bathurst;-33.41962807;149.5700329;6111;Australia;AUS
Bathurst;47.59997438;-65.64998275;5303.5;Canada;CAN
Bati;11.18374758;40.0165649;12826.5;Ethiopia;ETH
Batman;37.89041201;41.14001054;276337.5;Turkey;TUR
Batna;35.56995933;6.170000365;269467;Algeria;DZA
Baton Rouge;30.45794578;-91.14015812;322710.5;United States of America;USA
Batouri;4.433694477;14.366606;42271;Cameroon;CMR
Battambang;13.10001304;103.2000468;152608.5;Cambodia;KHM
Batticaloa;7.717008279;81.70001542;107982;Sri Lanka;LKA
Battle Creek;42.32109764;-85.17974675;62454;United States of America;USA
Batu Pahat;1.850363789;102.9333447;177927.5;Malaysia;MYS
Batumi;41.6000047;41.63000647;138674;Georgia;GEO
Baturite;-4.329569073;-38.87998885;17797.5;Brazil;BRA
Baubau;-5.469861228;122.6163293;24412;Indonesia;IDN
Bauchi;10.3103642;9.84000891;244350.5;Nigeria;NGA
Baures;-13.58001219;-63.58005742;2422;Bolivia;BOL
Bauru;-22.33002073;-49.08001225;307929.5;Brazil;BRA
Bavaro;18.71700869;-68.44996688;795;Dominican Republic;DOM
Bawku;11.06039593;-0.239995973;65212;Ghana;GHA
Bay City;43.5944566;-83.88889531;51558.5;United States of America;USA
Bay City;28.98111086;-95.96435978;17487;United States of America;USA
Bayamo;20.37954287;-76.64329106;177623;Cuba;CUB
Bayan Obo;41.76764305;109.9711063;27476;China;CHN
Bayankhongor;46.30000205;100.9833345;26252;Mongolia;MNG
Baydhabo;3.119976216;43.64998653;128830;Somalia;SOM
Bayghanin;48.69169069;55.87399491;4271;Kazakhstan;KAZ
Baykonur;45.69135703;63.24134884;36175;Kazakhstan;KAZ
Baytown;29.75584393;-94.96772811;76687.5;United States of America;USA
Beaufort;32.43216636;-80.68950403;21941;United States of America;USA
Beaufort West;-32.34961587;22.56998124;28070.5;South Africa;ZAF
Beaumont;30.08626304;-94.10168278;107455.5;United States of America;USA
Beaver Falls;40.75194277;-80.31942326;64814.5;United States of America;USA
Bechar;31.61110537;-2.230003704;142415.5;Algeria;DZA
Beckley;37.78018618;-81.18301396;27358;United States of America;USA
Bedourie;-24.34958738;139.4666186;142;Australia;AUS
Beer Sheva;31.2500163;34.8300081;196504;Israel;ISR
Beeville;28.40597801;-97.75083989;11748;United States of America;USA
Behbehan;30.58181419;50.26146928;82517;Iran;IRN
Beian;48.23900515;126.4820365;154936;China;CHN
Beihai;21.4804059;109.1000484;567289;China;CHN
Beijing;39.92889223;116.3882857;9293300.5;China;CHN
Beipiao;41.81001772;120.7600085;191757;China;CHN
Beira;-19.82004474;34.87000565;507196.5;Mozambique;MOZ
Beirut;33.87197512;35.50970821;1779062.5;Lebanon;LBN
Beitbridge;-22.20961465;29.98999345;13759.5;Zimbabwe;ZWE
Beja;38.01400214;-7.86300241;28756;Portugal;PRT
Beja;36.73040529;9.190022744;58400;Tunisia;TUN
Bejaia;36.76037762;5.070015827;274520;Algeria;DZA
Bekasi;-6.217257468;106.972323;1949165;Indonesia;IDN
Bekescsaba;46.67200211;21.10100457;65206;Hungary;HUN
Bekiy;-24.21615884;45.31660315;4286;Madagascar;MDG
Belabo;4.933689798;13.30000443;11455.5;Cameroon;CMR
Belaya Kalitva;48.18650189;40.78613033;47809.5;Russia;RUS
Belebey;54.12913658;54.11870154;57674.5;Russia;RUS
Beledweyne;4.739980691;45.20002112;59177.5;Somalia;SOM
Belem;-1.450003236;-48.48002303;1787368.5;Brazil;BRA
Belen;-27.64959267;-67.03328333;11359;Argentina;ARG
Belen;-23.46948606;-57.23997929;6490;Paraguay;PRY
Belfast;54.60001223;-5.960034425;362588;United Kingdom;GBR
Belgaum;15.86501223;74.5050024;609472.5;India;IND
Belgorod;50.62999615;36.5999259;328004.5;Russia;RUS
Belgrade;44.81864545;20.46799068;1099000;Serbia;SRB
Belgrano Station;-77.86632078;-34.61668319;57;Antarctica;ATA
Belize City;17.49871096;-88.18837447;62244.5;Belize;BLZ
Bell Ville;-32.60003986;-62.67995732;29605;Argentina;ARG
Bella Bella;52.14840476;-128.1172809;1400;Canada;CAN
Bella Union;-30.25961424;-57.59995732;17947;Uruguay;URY
Bella Vista;-22.12961953;-56.5199974;11252.5;Paraguay;PRY
Bellary;15.15004295;76.91503617;391034.5;India;IND
Belleville;44.16666974;-77.38334924;43990;Canada;CAN
Belleville;38.52515362;-90.0002277;92409.5;United States of America;USA
Bellingham;48.76013613;-122.4869269;86565.5;United States of America;USA
Bellinzona;46.19700013;9.019998609;16572;Switzerland;CHE
Bello;6.329986998;-75.5699974;456304.5;Colombia;COL
Belmopan;17.25203351;-88.767073;14300.5;Belize;BLZ
Belo Horizonte;-19.91502602;-43.91500452;3974112;Brazil;BRA
Belogorsk;50.91909995;128.4637243;69057;Russia;RUS
Belomorsk;64.52522036;34.76582597;12165;Russia;RUS
Bemidji;47.47357383;-94.88018823;14063.5;United States of America;USA
Ben Gardane;33.14039187;11.22002803;16603.5;Tunisia;TUN
Bend;44.071921;-121.3099962;70598.5;United States of America;USA
Bendigo;-36.75999266;144.2800199;68790;Australia;AUS
Benevento;41.13370241;14.74999345;59280;Italy;ITA
Bengbu;32.94999005;117.330037;735324;China;CHN
Bengkulu;-3.800040671;102.2699743;368192.5;Indonesia;IDN
Benguela;-12.57826455;13.40723303;142017;Angola;AGO
Benha;30.46666512;31.18333563;167029;Egypt;EGY
Beni;0.490446797;29.45002641;211275.5;Congo (Kinshasa);COD
Beni Mazar;28.49039146;30.80999508;68853;Egypt;EGY
Beni Ounif;32.04926984;-1.251381268;5628;Algeria;DZA
Beni Suef;29.08038129;31.09002966;339537;Egypt;EGY
Benin City;6.340477314;5.620008096;929013;Nigeria;NGA
Benoni;-26.14958087;28.32993974;1795672;South Africa;ZAF
Bensonville;6.433299035;-10.60000152;4089;Liberia;LBR
Bentiu;9.2333333;29.8333333;7653;South Sudan;SSD
Bento Goncalves;-29.1694999;-51.51996668;92561.5;Brazil;BRA
Benton Harbor;42.11663983;-86.45419092;34637.5;United States of America;USA
Benxi;41.33038291;123.7500069;923933;China;CHN
Berat;40.70999705;19.97199958;46866;Albania;ALB
Berber;18.01702557;33.98328975;35975.5;Sudan;SDN
Berbera;10.43555035;45.01641475;178407;Somaliland;SOL
Berberati;4.249958922;15.7800081;60605;Central African Republic;CAF
Berdyansk;46.75682172;36.78683956;88409;Ukraine;UKR
Berekum;7.450383727;-2.59000757;36484.5;Ghana;GHA
Berenice;23.94599184;35.48418005;10;Egypt;EGY
Berens River;52.36655682;-97.03331262;522.5;Canada;CAN
Berezniki;59.42000226;56.75998734;153305;Russia;RUS
Bergamo;45.70040041;9.669993448;160658;Italy;ITA
Bergen;60.39100242;5.324522256;200389.5;Norway;NOR
Beringovskiy;63.0654645;179.3066674;1861;Russia;RUS
Berkeley;37.87390139;-122.271152;298257;United States of America;USA
Berlin;52.52181866;13.40154862;3250007;Germany;DEU
Bermejo;-22.72958291;-64.34998458;36544;Bolivia;BOL
Bern;46.91668276;7.466975462;198480;Switzerland;CHE
Berri;-34.28293455;140.6000378;4523;Australia;AUS
Bertoua;4.580429707;13.67998124;153286.5;Cameroon;CMR
Besalampy;-16.74953449;44.48332068;1022;Madagascar;MDG
Besancon;47.22999697;6.03000891;124193;France;FRA
Bestobe;52.49967531;73.0997135;7189;Kazakhstan;KAZ
Betanzos;-19.55995726;-65.45002079;4629.5;Bolivia;BOL
Bethal;-26.46961302;29.45002641;96184.5;South Africa;ZAF
Bethanie;-26.49953367;17.15000199;8122;Namibia;NAM
Bethel;60.79330345;-161.7557961;5440.5;United States of America;USA
Bethlehem;-28.21958372;28.29996741;66373;South Africa;ZAF
Beyla;8.686997987;-8.657000454;13204;Guinea;GIN
Beyneu;45.18335187;55.10003699;32452;Kazakhstan;KAZ
Bezhetsk;57.76472862;36.68999792;31425;Russia;RUS
Beziers;43.35049217;3.209974323;77759.5;France;FRA
Bhagalpur;25.22999615;86.98000321;361548;India;IND
Bhairawa;27.53330409;83.38329953;63367;Nepal;NPL
Bharatpur;27.25036379;77.50001339;229384;India;IND
Bhatpara;22.85042564;88.52001257;483129;India;IND
Bhavnagar;21.77842389;72.12995357;509790;India;IND
Bhilai;21.2166667;81.4333333;1097000;India;IND
Bhilwara;25.35042808;74.6350203;358171;India;IND
Bhimphedi;27.5509981;85.13000156;15000;Nepal;NPL
Bhisho;-32.86999754;27.38999711;149142;South Africa;ZAF
Bhiwandi;19.35001914;73.12999589;751017.5;India;IND
Bhiwani;28.81001019;76.12500688;190855;India;IND
Bhopal;23.24998781;77.40999304;1663457;India;IND
Bhubaneshwar;20.27042808;85.82736039;803121.5;India;IND
Bhuj;23.25037539;69.80999182;289429;India;IND
Bhusawal;21.01999473;75.8300378;177683.5;India;IND
Biak;-1.161493715;136.048481;103610;Indonesia;IDN
Bialystok;53.15035911;23.1699963;288722.5;Poland;POL
Biarritz;43.47327537;-1.561594891;89268;France;FRA
Bicheno;-41.87838825;148.2886124;177;Australia;AUS
Bida;9.080413431;6.01001013;172752.5;Nigeria;NGA
Bidar;17.92292279;77.5175317;252103.5;India;IND
Biel;47.16658999;7.2500378;63661;Switzerland;CHE
Bielefeld;52.02998822;8.530011351;311739.5;Germany;DEU
Bien Hoa;10.97001385;106.8300577;652646;Vietnam;VNM
Bifoum;-0.332913799;10.38323157;134;Gabon;GAB
Big Beaver House;52.94998374;-89.88328394;10;Canada;CAN
Big Delta;64.15252993;-145.8421939;591;United States of America;USA
Big Spring;32.24318565;-101.4751862;23987;United States of America;USA
Biggar;52.05040041;-107.9832902;2130;Canada;CAN
Biharamulo;-2.629621156;31.31001623;21817.5;Tanzania;TZA
Bijapur;16.83541811;75.70999345;270967;India;IND
Bijar;35.87407513;47.59367346;48806;Iran;IRN
Bikaner;28.0303937;73.32993201;485961.5;India;IND
Bikin;46.82025454;134.2649206;19264.5;Russia;RUS
Bila Tserkva;49.77431195;30.13091508;192418.5;Ukraine;UKR
Bilaspur;22.09042035;82.15998734;436780;India;IND
Bilbao;43.24998151;-2.929986818;614369.5;Spain;ESP
Bilecik;40.14999902;29.9829966;40285;Turkey;TUR
Bilibino;68.0504057;166.3332991;5757;Russia;RUS
Billings;45.78830202;-108.5400004;102151.5;United States of America;USA
Biloela;-24.39356403;150.4960746;4366.5;Australia;AUS
Biloxi;30.39580487;-88.88530868;43857;United States of America;USA
Biltine;14.53325889;20.91669714;6682.5;Chad;TCD
Binga;2.383406188;20.41998328;64639;Congo (Kinshasa);COD
Binghamton;42.09901817;-75.91832239;92687.5;United States of America;USA
Bingol;38.88500404;40.49800256;80568;Turkey;TUR
Binjai;3.620359109;98.50007524;405494.5;Indonesia;IDN
Bintulu;3.16640749;113.0359838;117643.5;Malaysia;MYS
Bir Anzarane;23.88374758;-14.53330957;6597;Morocco;MAR
Bir Lehlou;26.11916669;-9.652522218;350;Western Sahara;SAH
Bir Mogrein;25.23330345;-11.58330876;10;Mauritania;MRT
Birak;27.53331809;14.28335526;42432.5;Libya;LBY
Birao;10.28369916;22.78330155;5641;Central African Republic;CAF
Biratnagar;26.48374392;87.28334387;182324;Nepal;NPL
Birdsville;-25.89962197;139.3666247;283;Australia;AUS
Birganj;27.00040489;84.86659216;133238;Nepal;NPL
Birjand;32.88002016;59.21994055;260842.5;Iran;IRN
Birmingham;52.47497398;-1.919996787;1634666.5;United Kingdom;GBR
Birmingham;33.53000633;-86.82499516;670142;United States of America;USA
Birni Nkonni;13.79043601;5.259926716;56677.5;Niger;NER
Birnin Kebbi;12.45041445;4.199939737;102340.5;Nigeria;NGA
